0,24,20,22,22,24,25,25,25,25,25,25,24,23,25,25,24,24,25,25,25,25,24,25,25
0,25,23,23,19,24,19,25,23,25,25,24,24,23,25,24,23,25,25,24,24,25,25,25,25
0,25,21,22,23,17,20,22,20,25,25,25,25,23,25,24,24,20,24,23,24,25,25,24,25
0,24,22,23,23,17,20,17,18,18,22,25,24,20,25,23,22,25,24,25,25,23,24,23,24
0,22,22,21,20,21,18,19,17,23,21,21,22,24,24,24,21,25,22,25,23,20,23,25,23
0,25,21,23,22,17,16,20,17,20,20,21,18,23,24,22,21,23,23,23,24,21,23,24,24
0,22,22,24,16,22,20,17,19,19,22,21,22,20,23,24,23,22,23,21,21,23,23,21,24
0,23,24,20,22,19,21,21,17,19,19,19,22,18,18,24,18,20,23,21,20,22,23,24,25
0,24,24,19,20,19,20,18,18,17,19,22,21,20,21,20,17,22,21,21,24,24,24,20,22
0,25,23,23,18,20,17,20,17,14,20,18,19,16,19,18,17,21,23,24,19,23,19,20,21
0,25,22,22,19,20,19,16,12,18,17,18,16,20,21,18,18,20,21,21,20,19,20,23,22
0,24,22,18,23,20,19,16,18,13,17,18,18,23,12,19,18,15,17,22,19,18,21,18,23
0,25,25,23,23,15,21,14,15,17,14,17,14,20,16,17,18,18,20,23,20,20,22,17,24
0,25,25,21,21,16,14,17,18,16,15,21,16,18,16,20,18,19,18,16,19,22,17,22,18
0,25,23,23,20,18,22,19,18,17,16,14,10,15,17,18,15,16,20,14,18,18,21,17,18
0,23,24,22,23,21,21,18,20,17,18,17,17,15,16,20,21,19,19,18,14,19,22,15,20
0,25,23,25,21,21,19,18,16,16,18,16,15,14,16,17,17,14,13,15,15,12,19,18,16
0,25,24,21,22,21,17,18,18,17,14,18,12,18,15,12,15,12,20,16,18,18,13,13,11
0,24,25,21,23,22,21,19,13,14,16,19,13,16,18,11,15,16,17,19,12,17,15,15,16
0,24,23,21,20,19,20,18,16,16,19,17,13,14,9,16,21,15,14,18,18,19,15,20,18
0,22,23,22,23,25,21,19,18,18,19,15,13,18,13,13,13,15,18,14,18,12,17,18,16
0,24,25,21,24,22,22,19,14,12,18,18,13,17,20,17,18,20,16,17,16,18,20,19,18
0,25,20,21,21,16,19,18,16,19,16,18,11,16,17,12,19,16,15,14,11,13,9,11,18
0,23,24,23,24,23,19,18,15,12,14,18,14,12,13,16,14,13,12,20,11,13,12,20,18
0,23,23,23,22,21,21,17,18,17,12,17,17,12,17,14,16,14,15,15,16,16,14,10,18
